read location,2019-04-19 08:49:41.541
read location,2019-04-19 08:49:41.548
read location,2019-04-19 08:49:41.557
read location,2019-04-19 08:49:41.564
read location,2019-04-19 08:49:41.572
read location,2019-04-19 08:49:41.584
read location,2019-04-19 08:49:41.598
read location,2019-04-19 08:49:41.608
Wrote a location on :,2019-04-19 08:49:41.627
Wrote a location on :,2019-04-19 08:49:41.636
Wrote a location on :,2019-04-19 08:49:41.662
Wrote a location on :,2019-04-19 08:49:41.67
Wrote a location on :,2019-04-19 08:49:41.682
Wrote a location on :,2019-04-19 08:49:41.689
Wrote a location on :,2019-04-19 08:49:41.695
Wrote a location on :,2019-04-19 08:49:41.701
Wrote a location on :,2019-04-19 08:49:41.709
Wrote a location on :,2019-04-19 08:49:41.72
Wrote a location on :,2019-04-19 08:49:41.741
Wrote a location on :,2019-04-19 08:49:41.754
Wrote a location on :,2019-04-19 08:49:41.761
Wrote a location on :,2019-04-19 08:49:41.768
Wrote a location on :,2019-04-19 08:49:41.775
Wrote a location on :,2019-04-19 08:49:41.784
Wrote a location on :,2019-04-19 08:49:41.791
Read an user on: ,2019-04-19 08:49:41.806
Read an user on: ,2019-04-19 08:49:41.814
Read an user on: ,2019-04-19 08:49:41.825
Read an user on: ,2019-04-19 08:49:41.93
Read an user on: ,2019-04-19 08:49:41.941
Read an user on: ,2019-04-19 08:49:41.979
Read an user on: ,2019-04-19 08:49:42.0
Read an user on: ,2019-04-19 08:49:42.063
Wrote an user on :,2019-04-19 08:49:42.075
Wrote an user on :,2019-04-19 08:49:42.085
Wrote an user on :,2019-04-19 08:49:42.094
Wrote an user on :,2019-04-19 08:49:42.103
Wrote an user on :,2019-04-19 08:49:42.111
Wrote an user on :,2019-04-19 08:49:42.12
Wrote an user on :,2019-04-19 08:49:42.129
Wrote an user on :,2019-04-19 08:49:42.137
read location,2019-04-19 08:52:10.467
read location,2019-04-19 08:52:10.491
read location,2019-04-19 08:52:10.5
read location,2019-04-19 08:52:10.508
read location,2019-04-19 08:52:10.516
read location,2019-04-19 08:52:10.524
read location,2019-04-19 08:52:10.533
read location,2019-04-19 08:52:10.542
read location,2019-04-19 08:52:10.55
read location,2019-04-19 08:52:10.559
read location,2019-04-19 08:52:10.567
read location,2019-04-19 08:52:10.576
read location,2019-04-19 08:52:10.584
read location,2019-04-19 08:52:10.593
read location,2019-04-19 08:52:10.601
read location,2019-04-19 08:52:10.61
Wrote a location on :,2019-04-19 08:52:10.619
Wrote a location on :,2019-04-19 08:52:10.628
Wrote a location on :,2019-04-19 08:52:10.636
Wrote a location on :,2019-04-19 08:52:10.644
Wrote a location on :,2019-04-19 08:52:10.656
Wrote a location on :,2019-04-19 08:52:10.67
Wrote a location on :,2019-04-19 08:52:10.682
Wrote a location on :,2019-04-19 08:52:10.691
Wrote a location on :,2019-04-19 08:52:10.698
Wrote a location on :,2019-04-19 08:52:10.705
Wrote a location on :,2019-04-19 08:52:10.716
Wrote a location on :,2019-04-19 08:52:10.729
Wrote a location on :,2019-04-19 08:52:10.737
Wrote a location on :,2019-04-19 08:52:10.745
Wrote a location on :,2019-04-19 08:52:10.755
Wrote a location on :,2019-04-19 08:52:10.767
Wrote a location on :,2019-04-19 08:52:10.775
Read an user on: ,2019-04-19 08:52:10.795
Read an user on: ,2019-04-19 08:52:10.809
Read an user on: ,2019-04-19 08:52:10.82
Read an user on: ,2019-04-19 08:52:10.827
Read an user on: ,2019-04-19 08:52:10.833
Read an user on: ,2019-04-19 08:52:10.839
Read an user on: ,2019-04-19 08:52:10.846
Read an user on: ,2019-04-19 08:52:10.853
Wrote an user on :,2019-04-19 08:52:10.859
Wrote an user on :,2019-04-19 08:52:10.866
Wrote an user on :,2019-04-19 08:52:10.872
Wrote an user on :,2019-04-19 08:52:10.884
Wrote an user on :,2019-04-19 08:52:10.894
Wrote an user on :,2019-04-19 08:52:10.907
Wrote an user on :,2019-04-19 08:52:10.918
Wrote an user on :,2019-04-19 08:52:10.924
read location,2019-04-19 08:53:30.702
read location,2019-04-19 08:53:30.723
read location,2019-04-19 08:53:30.731
read location,2019-04-19 08:53:30.739
read location,2019-04-19 08:53:30.748
read location,2019-04-19 08:53:30.756
read location,2019-04-19 08:53:30.765
read location,2019-04-19 08:53:30.775
read location,2019-04-19 08:53:30.784
read location,2019-04-19 08:53:30.793
read location,2019-04-19 08:53:30.8
read location,2019-04-19 08:53:30.807
read location,2019-04-19 08:53:30.816
read location,2019-04-19 08:53:30.825
read location,2019-04-19 08:53:30.833
read location,2019-04-19 08:53:30.838
Wrote a location on :,2019-04-19 08:53:30.846
Wrote a location on :,2019-04-19 08:53:30.854
Wrote a location on :,2019-04-19 08:53:30.86
Wrote a location on :,2019-04-19 08:53:30.873
Wrote a location on :,2019-04-19 08:53:30.878
Wrote a location on :,2019-04-19 08:53:30.884
Wrote a location on :,2019-04-19 08:53:30.89
Wrote a location on :,2019-04-19 08:53:30.897
Wrote a location on :,2019-04-19 08:53:30.906
Wrote a location on :,2019-04-19 08:53:30.916
Wrote a location on :,2019-04-19 08:53:30.923
Wrote a location on :,2019-04-19 08:53:30.932
Wrote a location on :,2019-04-19 08:53:30.944
Wrote a location on :,2019-04-19 08:53:30.96
Wrote a location on :,2019-04-19 08:53:30.988
Wrote a location on :,2019-04-19 08:53:30.999
Wrote a location on :,2019-04-19 08:53:31.008
Read an user on: ,2019-04-19 08:53:31.025
Read an user on: ,2019-04-19 08:53:31.033
Read an user on: ,2019-04-19 08:53:31.042
Read an user on: ,2019-04-19 08:53:31.049
Read an user on: ,2019-04-19 08:53:31.057
Read an user on: ,2019-04-19 08:53:31.066
Read an user on: ,2019-04-19 08:53:31.073
Read an user on: ,2019-04-19 08:53:31.081
Wrote an user on :,2019-04-19 08:53:31.088
Wrote an user on :,2019-04-19 08:53:31.096
Wrote an user on :,2019-04-19 08:53:31.109
Wrote an user on :,2019-04-19 08:53:31.116
Wrote an user on :,2019-04-19 08:53:31.123
Wrote an user on :,2019-04-19 08:53:31.132
Wrote an user on :,2019-04-19 08:53:31.143
Wrote an user on :,2019-04-19 08:53:31.155
